id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	Mix	sumUniPeps	sumPSMs	countNum
O43865	S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2	37C.1	312.1	261.7	283.6	325.9	298.7	302.8	263	319	288.4	266	6	13	5
P10768	S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	37C.1	2118	1612.1	2590.5	2356.9	2127.8	2354.9	1751.1	2207	2398.5	2018	8	51	9
O14828	Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3	37C.1	177.7	196.6	221.4	202.3	284.7	205.5	257.4	183.5	232.6	239.1	4	8	4
O60613	Selenoprotein F OS=Homo sapiens OX=9606 GN=SELENOF PE=1 SV=4	37C.1	250.4	191.7	258.6	263.9	243.1	232.9	201.4	223.2	229.2	230.9	3	7	3
P07477	Serine protease 1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1	37C.1	2734.4	2219.8	2517.8	2552.2	2305.2	2391.2	2146.2	2617.5	2431.7	1925	1	63	6
P10398	Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2	37C.1	609.8	557.5	755	772.9	660.4	760	575.4	748.4	814.2	665.9	6	13	9
O14757	Serine/threonine-protein kinase Chk1 OS=Homo sapiens OX=9606 GN=CHEK1 PE=1 SV=2	37C.1	285.2	340	420.9	434.5	452.5	450.1	407	413.2	553.2	403.8	12	16	11
O95835	Serine/threonine-protein kinase LATS1 OS=Homo sapiens OX=9606 GN=LATS1 PE=1 SV=1	37C.1	253.3	249.8	301.5	340.8	262.9	350.1	227.5	327.3	316.2	308.9	6	8	6
O95747	Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1	37C.1	1231.9	1057.8	1363.3	1489.8	1359.9	1488.6	1267.9	1480.1	1498.2	1316.1	17	55	17
O96013	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens OX=9606 GN=PAK4 PE=1 SV=1	37C.1	159.6	127.4	192.5	196.3	155.5	200.2	137.7	187.7	191.8	173.3	6	8	5
O75170	Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP6R2 PE=1 SV=2	37C.1	121.5	101.9	129	140.1	130	137.9	108	135.9	131.5	131.1	3	4	2
A0MZ66	Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4	37C.1	992.2	840.9	1081.2	1151.3	935.1	1088.9	835.9	1129.8	1112.7	982.2	16	25	14
P16219	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1	37C.1	469.1	369.2	453.1	498.8	414.4	456.9	381.2	506.1	468.3	399.4	11	19	9
P09132	Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3	37C.1	451.9	279.7	319.6	316.8	460.3	252.7	386.5	263.7	249.2	335.4	4	12	5
P08240	Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2	37C.1	573.2	728.1	471.5	486.4	995.8	474.6	871.2	466.7	475.7	596.9	16	24	15
O00193	Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1	37C.1	1368.3	1079.6	1629.8	1520.4	1296	1484.6	1181.9	1432	1566.3	1426	5	26	6
O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	37C.1	1927.2	1731.1	2503.8	2315.3	1973	2471.9	1777.9	2210	2449.2	2057.2	10	61	15
P11166	Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2	37C.1	122.6	166.9	130.1	122.5	193.5	106.3	169.8	112.6	104.7	141.7	4	6	4
O60749	Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2	37C.1	689.5	506.4	615.6	687	659.4	614.9	613.6	698.4	678.9	589.2	13	31	8
O60493	Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	37C.1	616.2	605.8	593.9	691.1	740.9	633.3	636.4	643.6	641.5	592.6	5	28	7
P02549	Spectrin alpha chain, erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTA1 PE=1 SV=5	37C.1	2005.8	1736.8	2209.7	2015.3	1932.5	2032.9	1717.1	1884.6	2042	1871.7	46	61	40
O75391	Sperm-associated antigen 7 OS=Homo sapiens OX=9606 GN=SPAG7 PE=1 SV=2	37C.1	451.5	376	504.5	529	439.3	439.3	373.8	479.8	495	416.6	8	10	7
P19623	Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1	37C.1	1364	1297.8	1745.5	1688.2	1512.6	1736.1	1351	1674.2	1765	1587.7	13	55	14
O75533	Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	37C.1	3911.4	3303.9	3985.6	4156.2	4286.4	3905	3876.6	4023.3	4166.9	3705.9	40	108	38
P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	37C.1	1103.3	922.1	990.5	833.9	1337.3	871	1439.5	870.8	1001.1	871	14	39	15
O95104	SR-related and CTD-associated factor 4 OS=Homo sapiens OX=9606 GN=SCAF4 PE=1 SV=3	37C.1	1129.3	1182.7	1236.4	1371.3	1214.9	1236.1	1108.8	1199.9	1279.7	1142.7	7	33	7
O95630	STAM-binding protein OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1	37C.1	606.6	480.6	589.9	659.2	582.7	633.4	498.6	628.8	610.7	569.9	8	15	7
P22307	Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2	37C.1	1300.9	1065.1	1427.4	1483.5	1360.2	1438.7	1146.4	1480.2	1420.5	1241.5	12	37	12
O43815	Striatin OS=Homo sapiens OX=9606 GN=STRN PE=1 SV=4	37C.1	671.7	557.2	644.7	724.2	692.4	655.9	604.7	710	680.1	617.5	12	20	11
O95347	Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2	37C.1	3801.7	3615.9	4332.5	4812.6	4185.1	4618.4	3787	4622.2	4611.2	4108.6	41	111	42
P21912	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3	37C.1	117.6	113.7	88.1	95.9	207.7	76	180	87.7	84.3	106.6	5	6	4
O14508	Suppressor of cytokine signaling 2 OS=Homo sapiens OX=9606 GN=SOCS2 PE=1 SV=1	37C.1	64.8	53.5	55.6	66.3	61.6	71.6	48.9	72.9	66.8	60.8	2	3	2
O75683	Surfeit locus protein 6 OS=Homo sapiens OX=9606 GN=SURF6 PE=1 SV=3	37C.1	651.1	682.8	549.1	553.8	752.9	491.3	618.6	572.8	321.1	520.8	8	18	7
O75940	Survival of motor neuron-related-splicing factor 30 OS=Homo sapiens OX=9606 GN=SMNDC1 PE=1 SV=1	37C.1	383.2	353.8	434.5	419.9	460.9	424	407.4	425.7	436.1	391.6	4	14	4
O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	37C.1	1841.2	2253	1398.6	1363.2	3032.6	1330.3	2626.6	1383.8	1377.9	1708.6	31	62	28
O15498	Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1	37C.1	591.8	497.1	650.9	655.7	644.8	653	558.7	617.9	723.9	626.1	9	24	9
O00161	Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	37C.1	549.3	503.8	604.8	545.4	671.9	557.2	553.9	538.4	581.4	522.8	7	20	7
O95721	Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1	37C.1	2158.8	2002.7	2174	2187	2352.1	2055.7	2078	2010.3	2108.2	2154.6	13	64	16
P17542	T-cell acute lymphocytic leukemia protein 1 OS=Homo sapiens OX=9606 GN=TAL1 PE=1 SV=2	37C.1	245.9	206.7	238.2	238.4	234.9	235.1	202.5	228.7	235.1	202	5	15	4
P17987	T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1	37C.1	7305.5	6022.7	8368.2	8558.5	7480	8564.8	6450.2	8398.4	8627.9	7529.4	25	253	38
O60784	Target of Myb1 membrane trafficking protein OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2	37C.1	84.5	66.6	58.7	62.7	77.8	51	72.9	59.5	49.8	45.8	2	3	2
O60343	TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2	37C.1	252.6	261.5	320.6	316.9	338	336.8	326.1	332.5	387.8	334.8	9	10	8
O95801	Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3	37C.1	957.1	887.2	1221.5	1191.2	1126.6	1267.9	947	1056.8	1215.8	1036.6	11	34	12
O95881	Thioredoxin domain-containing protein 12 OS=Homo sapiens OX=9606 GN=TXNDC12 PE=1 SV=1	37C.1	664	567.3	687.2	682.1	705.7	740.1	628.6	665.6	673.7	575.6	6	35	7
O14530	Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2	37C.1	327.4	258.1	387.5	396.4	319.6	400.4	306.8	372.5	422.5	364	5	10	6
O43396	Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	37C.1	1482.9	1241.1	1667.9	1634.5	1491.7	1620.1	1266.9	1581.8	1712.9	1449.2	11	37	12
P23919	Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4	37C.1	919.5	740	997.3	973.5	924.9	957	841.3	1012.2	996.9	924.2	10	34	9
P04818	Thymidylate synthase OS=Homo sapiens OX=9606 GN=TYMS PE=1 SV=3	37C.1	1021.7	990.6	1234.6	1275.3	1161.6	1212.6	1066.4	1238.3	1250.3	1141.9	10	47	11
O14656	Torsin-1A OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1	37C.1	207.2	185.4	173.8	171.9	232.5	165.3	200.7	171	155	169.3	4	5	4
O14657	Torsin-1B OS=Homo sapiens OX=9606 GN=TOR1B PE=1 SV=2	37C.1	88.7	76.4	94	90.1	90.4	93.5	62.8	83.7	75	74.6	5	6	4
O94842	TOX high mobility group box family member 4 OS=Homo sapiens OX=9606 GN=TOX4 PE=1 SV=1	37C.1	647.4	522.5	635.7	627.5	653.2	643	536.9	615.7	662	583.8	8	17	8
O43715	TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens OX=9606 GN=TRIAP1 PE=1 SV=1	37C.1	255.6	224	320.8	289.3	279.9	303.3	233.4	259.1	300.2	262.1	4	6	2
O14545	TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TRAFD1 PE=1 SV=1	37C.1	727.5	641.4	816.6	802	674.6	785.9	600.9	759.6	797.5	738.1	5	24	8
O43493	Trans-Golgi network integral membrane protein 2 OS=Homo sapiens OX=9606 GN=TGOLN2 PE=1 SV=4	37C.1	202.7	327.8	173.1	184.6	303.1	162.6	314.1	169	153.5	221.3	5	6	4
P23193	Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2	37C.1	3030.8	2385.3	2939.1	3232.2	3098.7	2950.4	2732.6	3350.1	3164	2819.2	14	77	16
O00267	Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	37C.1	2196.3	1891.2	2648.5	2403.8	2554.6	2638.8	2177.1	2368.4	2796.7	2243.3	30	67	30
O14776	Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	37C.1	2017.2	1693.3	2382	2642.7	2419.1	2494.7	2433.2	2384.5	2665.2	2094.4	28	55	25
O00716	Transcription factor E2F3 OS=Homo sapiens OX=9606 GN=E2F3 PE=1 SV=1	37C.1	40.2	32.9	44.6	48.5	53.7	48.3	42.8	36.9	39.8	39.8	2	3	2
P17535	Transcription factor JunD OS=Homo sapiens OX=9606 GN=JUND PE=1 SV=3	37C.1	130.9	113	144.8	140.5	157.6	139.1	147.9	158.7	166.7	131.6	2	6	2
O15164	Transcription intermediary factor 1-alpha OS=Homo sapiens OX=9606 GN=TRIM24 PE=1 SV=3	37C.1	672.8	631.7	612.8	613.2	810.2	581.8	688.2	559	593.2	619.5	11	21	11
O14867	Transcription regulator protein BACH1 OS=Homo sapiens OX=9606 GN=BACH1 PE=1 SV=2	37C.1	300.1	242.6	281.5	284.2	290.9	285.8	248.7	360.5	305.7	265.4	7	8	5
P25490	Transcriptional repressor protein YY1 OS=Homo sapiens OX=9606 GN=YY1 PE=1 SV=2	37C.1	294.4	317.3	360.3	396.9	341.4	356.4	288.4	377	372.4	349.1	6	10	5
P01137	Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=2	37C.1	608.5	474	720.1	648.8	599.8	685.2	440	557.2	625	581.9	8	16	7
P13693	Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1	37C.1	1971.7	1860	2550.8	2380.2	2104.3	2413.4	1889.1	2339.4	2358.9	2214.7	5	58	8
P22102	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1	37C.1	5507.2	5098.2	7088.7	6898.2	5985.6	7148.9	5183.1	6905.8	7071.4	6181.3	38	196	46
O14773	Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	37C.1	322.6	195.3	277.8	281	277.9	269.8	217.9	280.7	276.1	241.7	5	15	4
P23381	Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2	37C.1	4648.2	3306.7	4600.2	5297.4	4536.9	4985.3	4167.3	5685.3	5341	4800.3	17	109	22
O75157	TSC22 domain family protein 2 OS=Homo sapiens OX=9606 GN=TSC22D2 PE=1 SV=3	37C.1	343	338.4	402.9	411.3	399.9	407.3	346.4	371.4	398.7	332	5	12	5
P07437	Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2	37C.1	3765.7	3086.4	4298.7	3922.4	3796.8	3876.9	3312.4	3655.5	4124.7	3943.4	4	668	8
P23258	Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2	37C.1	355.9	362.2	444.1	493.4	490.2	499.9	430.3	440.7	504.8	441	9	20	9
P07948	Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3	37C.1	150.7	187.7	163.2	172.4	288.1	176.3	244.3	145.4	176.4	191.4	7	18	5
P18031	Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1	37C.1	1075.6	1118.9	1075.1	1144.8	1480	1129.7	1348.2	1205.7	1117.8	1095.1	17	36	16
P08621	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	37C.1	1603.5	1893.9	1823.3	1662.6	2656.1	1780.4	2866.7	1760.7	2011.5	1786.2	15	53	18
P09012	U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3	37C.1	235.7	314.7	319.6	292.4	347.6	316.9	428.6	339.9	314	317.4	4	14	4
P09234	U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1	37C.1	518.1	462.1	567.4	555.7	732	565.6	688	541.4	599.2	586.6	3	17	4
P08579	U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1	37C.1	1190.1	971.7	1157.5	1139.3	1261.2	1056.8	1210	1214.7	1177.3	1064.3	4	27	6
O00566	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2	37C.1	172.9	204.5	160.4	149.9	279.8	150.5	256.1	140.9	144.1	186.4	5	5	4
O43395	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2	37C.1	1703.2	1754.2	1563.9	1668.7	2321.3	1613.9	1954.3	1576.2	1563.8	1707.2	14	35	14
O43172	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2	37C.1	1151.1	1220.2	1168.2	1228.6	1546.4	1190.7	1290.3	1192.2	1123.8	1209.7	15	34	15
O43290	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1	37C.1	1014.1	1075.5	904	901.1	1619.5	914.4	1471.2	870.2	932	1053.9	21	36	19
O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2	37C.1	3582.7	3216.2	3744.3	3737.5	4204.1	3712.4	4061.7	3409.1	3885	3385.6	50	116	48
O95777	U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3	37C.1	207.2	188	260.2	273.7	233.5	257.6	220.9	269	250.3	218.3	4	16	4
O75208	Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1	37C.1	134	107.7	129.8	118.2	121.2	109.4	115.5	120.4	111.5	87.9	3	7	3
P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1	37C.1	928.2	744.4	1122.2	1078	974.7	1071.1	829.3	1096.2	1130	995.7	9	25	9
P22314	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3	37C.1	4736.6	3783.2	5165.2	5108.5	4600.4	4936.9	4083.9	5003	5096.5	4525.6	34	175	36
A0AVT1	Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1	37C.1	3166	2563	3450.2	3582.8	3149.8	3443	2800.4	3383.4	3439.4	3179.7	35	96	37
P11441	Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1	37C.1	177	162.5	206.4	214.2	198.6	212.5	168.4	223.6	224.3	189	5	7	5
O94888	UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2	37C.1	884.7	741.1	1043.5	1046.6	892.7	1053.6	803.4	1025.9	1029.5	850.3	11	24	11
O60701	UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1	37C.1	571.1	510.3	825.6	758.8	646.6	815.8	576.4	757.9	832.6	734.9	14	19	12
O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3	37C.1	1420.5	1341.9	1711	1668.7	1662.1	1736	1385.3	1489.5	1718.2	1482.7	22	50	18
O94832	Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2	37C.1	182.7	222.1	201.5	189.9	271.5	192.7	235.6	177	172.2	196.6	8	9	6
P22415	Upstream stimulatory factor 1 OS=Homo sapiens OX=9606 GN=USF1 PE=1 SV=1	37C.1	137.2	130.4	148.5	144.5	162.8	148.9	152.7	153.2	136.4	133.7	2	4	2
P11172	Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1	37C.1	1515.7	1401.9	1938.4	1878.4	1667.4	1950	1474.7	1763	1991.3	1761.6	16	54	18
P06132	Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2	37C.1	1379.6	1173.7	1657.8	1613.1	1432.4	1630.5	1221.8	1553.4	1612.4	1426.6	10	59	13
P21281	V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3	37C.1	1667	1255.2	1736.3	1713.3	1545.9	1681.7	1359.3	1729.8	1796.8	1548.4	16	53	17
P21283	V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4	37C.1	2267.1	1861.9	2458.5	2465.1	2309.3	2456	2015.6	2377.5	2488.6	2107.8	16	53	17
O75348	V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3	37C.1	474.8	370.1	530.7	502.2	418.7	495.5	381.5	502.2	519.8	424.7	4	9	4
O75436	Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2	37C.1	1096.3	898.3	1208	1210.8	1137.1	1206.7	927.4	1194.3	1278.8	1142.8	11	43	14
O75351	Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2	37C.1	322.7	385.5	518.2	494.3	339.9	479.7	339.2	491.2	437	402.6	4	13	3
P08670	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	37C.1	7597.2	3422.9	12759.1	6722.2	4371.8	11463.1	4030.4	8738.1	11919.6	7387.1	25	201	38
P18206	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	37C.1	10093.9	8087.1	11744.9	12264.5	10555.5	12147.6	9013	11719.4	11927.6	10308.3	61	266	77
O75083	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	37C.1	2884.9	2150.7	3328	3328.5	2964.1	3395.4	2387.3	3155.9	3434.5	2923.9	20	77	22
A4D1P6	WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2	37C.1	466.9	431.9	466.3	497.4	483.1	474.5	426	478.9	469.9	477.9	8	10	7
O75554	WW domain-binding protein 4 OS=Homo sapiens OX=9606 GN=WBP4 PE=1 SV=1	37C.1	325.1	259.5	337.4	327.2	287.5	285	266.5	298.8	287.7	299.7	3	6	3
P13010	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	37C.1	5883.6	4902.7	6126.3	6283.3	5843.3	6218.2	5321.4	6547.5	5958.6	5693.8	29	134	34
P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	37C.1	5052.9	4486.4	5506	5498.2	5297.2	5523.2	4766.8	5804.8	5284	5174	26	137	31
P12955	Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3	37C.1	531.9	455.3	553.2	584.9	523.3	561.9	465.9	565.7	561.8	519.7	6	17	6
P16989	Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4	37C.1	318.1	322	339	326.5	468.9	353.7	391.3	344.5	389.8	321.3	6	45	7
O95619	YEATS domain-containing protein 4 OS=Homo sapiens OX=9606 GN=YEATS4 PE=1 SV=1	37C.1	277.1	220.4	269.6	283.7	246.6	289.8	199.5	265.4	286.5	243.5	4	5	3
O95365	Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens OX=9606 GN=ZBTB7A PE=1 SV=1	37C.1	25.7	18.5	24.8	28.7	31.1	27.8	24.2	31.9	25.1	26.7	2	3	1
O75152	Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3	37C.1	504	624.5	550.3	568.8	733.3	582	688.3	582.2	593.5	593.7	9	23	12
P17028	Zinc finger protein 24 OS=Homo sapiens OX=9606 GN=ZNF24 PE=1 SV=4	37C.1	146.4	125.6	129.3	146.2	131.7	147.1	126.3	139.9	129.5	118	2	3	2
O00488	Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2	37C.1	80.3	88.7	74.8	83.6	112.9	70.6	85.3	70.9	72.7	77.7	3	5	3
O15014	Zinc finger protein 609 OS=Homo sapiens OX=9606 GN=ZNF609 PE=1 SV=2	37C.1	496	475	615	575.5	520	598.2	454.5	537.4	621.9	483.8	12	15	10
O75312	Zinc finger protein ZPR1 OS=Homo sapiens OX=9606 GN=ZPR1 PE=1 SV=1	37C.1	700.4	650.1	860.8	877.6	799.8	895.3	678.7	833.6	900.9	763.1	13	30	12
P09543	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2	47C.2	1151.5	1052.4	956.3	1043.9	1299.4	884.7	1196.1	938.3	841.8	1083.9	13	24	13
O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1	47C.2	313.7	253.3	337.1	378.5	285.8	357.4	284.1	386	369.8	311.6	5	15	4
A1L0T0	2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2	47C.2	99	122.1	83.2	96.4	179.3	83.7	172.5	84.6	89.7	133.2	3	4	2
P21953	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHB PE=1 SV=2	47C.2	455.9	361.1	448.6	506.4	434.8	461.5	440.6	489.8	390.7	452.3	6	9	5
O75832	26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1	47C.2	394.5	321.7	495.7	497.6	394.3	541.5	397.4	519.9	554.4	525.9	7	20	7
O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	47C.2	2948.9	2351.4	3407.4	3407.6	2730.1	3253.4	2741.8	3145.4	3330.3	3080.8	20	80	28
O00487	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	47C.2	1640	1327.2	1911.4	1901.2	1542.1	1826.5	1433.2	1830	1790	1548.4	8	42	13
O43242	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2	47C.2	3969	3199.2	4695.7	4696.7	3560.4	4546.9	3577.3	4500.4	4611.2	3866.7	27	96	29
O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	47C.2	891.5	639.4	935.5	857.7	722.6	839.1	649.6	843.2	889.8	749.1	8	17	10
P17980	26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3	47C.2	3437.9	2825.7	4105.7	3770	3282.3	3879.7	3279.8	3756.9	4034.8	3519.4	21	79	32
O15235	28S ribosomal protein S12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS12 PE=1 SV=1	47C.2	152.5	128	121.7	123	150.5	122.3	129.9	125.8	128.9	200	3	4	2
P09110	3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	47C.2	585	432.5	650.4	593.4	502	645.6	486.7	609.1	628.2	512.2	10	14	11
P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1	47C.2	235.6	247.4	218.9	223.7	297.3	199.7	320.4	243.5	234.9	392.1	5	6	5
